topic,topic_name,topic_words,original_index,Title,Document Type,Year,topic_text_preview
3,3_genai_generative_tools_critical,genai; generative; tools; critical; writing; generative genai; higher; assessment; gai; challenges,35,"A systematic review of the impact of generative AI on postgraduate research: opportunities, challenges, and ethical implications",Review,2025.0,"A systematic review of the impact of generative AI on postgraduate research: opportunities, challenges, and ethical implications. The rapid improvement of generative artificial intelligence particularly large language models like ChatGPT, and GPT-4, has presented transformative possibilities in postgraduate research. This systematic review investigates the impact of generative artificial intelligence tools on the quality, efficiency, ethics, and innovation of postgraduate research. A comprehensive literature search across four databases: Google Scholar, Web of Science, IEEE explore, and Scopus was carried out. Following the PRISMA guidelines, a total of 20 peer reviewed published articles between 2019 and 2025 were selected for a detailed review analysis and these were selected based on relevance to the postgraduate research context, explicit declaration of generative AI application, and reported outcomes. The review identified four thematic areas: (i) research productivity and efficie"
3,3_genai_generative_tools_critical,genai; generative; tools; critical; writing; generative genai; higher; assessment; gai; challenges,42,Reimagining teacher development in the era of generative AI: A scoping review,Review,2025.0,"Reimagining teacher development in the era of generative AI: A scoping review. Generative AI has great potential to revolutionize teacher development, yet reviews of its integration in this field remain limited. This scoping review analyzes 22 empirical studies, highlighting the underrepresentation of in-service teachers and small sample sizes, which raises concerns about bias. Key applications include resource development, personalized support, and creating learning environments, with intervention durations of 4–16 weeks. Seven outcomes were identified: improved learning, teacher knowledge, higher-order thinking, lesson design and implementation, self-worth and self-confidence, positive attitudes and usage intentions, and AI literacy. These insights can help design training programs to prepare teachers for effectively integrating generative AI."
3,3_genai_generative_tools_critical,genai; generative; tools; critical; writing; generative genai; higher; assessment; gai; challenges,47,Generative AI in teacher education: Educators’ perceptions of transformative potentials and the triadic nature of AI literacy explored through AI-enhanced methods,Article,2025.0,"Generative AI in teacher education: Educators’ perceptions of transformative potentials and the triadic nature of AI literacy explored through AI-enhanced methods. The release of ChatGPT in November 2022 has sparked discussions about integrating Generative Artificial Intelligence (GenAI) into teacher education. Teacher educators, as key facilitators of pre-service teacher learning, play a critical role in shaping the successful adoption of GenAI. Their perceptions guide curriculum redesign, define promoted practices, and shape how pre-service teachers experience educational uses of GenAI tools, potentially multiplying its impact across future classrooms. This mixed-methods study explored Danish teacher educators’ perceptions of GenAI (n = 91), focusing on its transformative potential and the knowledge pre-service teachers need to acquire. Innovative methods, including GenAI-supported thematic analysis and Natural Language Processing, were used to analyze qualitative and quantitative su"
3,3_genai_generative_tools_critical,genai; generative; tools; critical; writing; generative genai; higher; assessment; gai; challenges,52,Beyond tool use: Tracking the evolution of generative AI literacy among university students through a process-oriented investigation,Article,2025.0,"Beyond tool use: Tracking the evolution of generative AI literacy among university students through a process-oriented investigation. This study addresses the gap between the theoretical framework of Generative Artificial Intelligence (GenAI) literacy and its practical development, by investigating how university students in the humanities acquire and refine GenAI-related knowledge, skills, and attitudes. Through a 16-week intervention structured into three progressive phases, 16 students engaged with multiple GenAI tools while developing competencies in research and academic writing. The data collection included structured GenAI dialogues, periodic questionnaires, reflective assignments, and in-depth interviews. The findings revealed three interconnected dimensions of GenAI literacy development. Students internalized and recreated GenAI knowledge through practice, developed sophisticated prompt engineering skills grounded in metacognitive abilities including a critical awareness of th"
3,3_genai_generative_tools_critical,genai; generative; tools; critical; writing; generative genai; higher; assessment; gai; challenges,65,It's a Tool Not a Crutch: A Pilot Generative AI Intervention to Enhance Pre-service Teachers' Self-efficacy and AI Literacy,Article,2025.0,"It's a Tool Not a Crutch: A Pilot Generative AI Intervention to Enhance Pre-service Teachers' Self-efficacy and AI Literacy. Generative Artificial Intelligence’s (GenAI) integration in education has seen widespread changes in how students engage with, and how educators go about their practice and administrative duties, using this new technology. Therefore, the ways GenAI might successfully integrate into programmes of study, in this case, both primary and post-primary initial teacher education (ITE), and the complexity of its relationship with teachers and students requires further examination. This exploratory qualitative approach, with embedded quantitative elements, explored the pedagogical value of integrating and using GenAI to enhance pre-service teachers' self-efficacy and AI literacy using a scenario-based learning (SBL) approach. The research project comprised three distinct phases of data collection with cohorts of primary (n = 12) and post-primary (n = 6) pre-service teacher"
3,3_genai_generative_tools_critical,genai; generative; tools; critical; writing; generative genai; higher; assessment; gai; challenges,68,Advancing project leadership education through AI-enhanced game-based learning,Article,2025.0,"Advancing project leadership education through AI-enhanced game-based learning. This paper offers a design-led investigation of AI-enhanced game-based learning (AI-GBL) as a transformative pedagogical approach for project leadership education. Addressing the persistent theory–practice gap in project management training, the study incorporates generative AI into ethically complex, emotionally engaging simulation environments that mimic real-world stakeholder challenges. The intervention allows learners to participate in adaptive decision-making, critical reflection, and ethical reasoning in face-to-face and blended formats, based on principles from experiential learning, productive failure, and relational pedagogy. Implemented in 2024 across undergraduate and postgraduate cohorts at an Irish university, the intervention was examined through six interconnected design themes: relevance, agility, identity, ethics, motivation, and adaptability. These themes were instructional principles and"
3,3_genai_generative_tools_critical,genai; generative; tools; critical; writing; generative genai; higher; assessment; gai; challenges,76,Developing pre-service language teachers’ GenAI literacy: an interventional study in an English language teacher education course,Article,2025.0,Developing pre-service language teachers’ GenAI literacy: an interventional study in an English language teacher education course. Generative Artificial Intelligence (GenAI) tools are transforming the field of language education. Recent studies indicated that English language teachers generally lacked the readiness and skills necessary to effectively and critically integrate these tools into their professional practices. This study employed a mixed-method interventional design to investigate the impact of integrating GenAI tools into a 12-week training course on the development of pre-service English language teachers’ GenAI literacy. 90 pre-service language teachers enrolled in a B.A. in English program at a university in southeastern China were recruited. The participants were divided into an experimental group (n = 45) and a control group (n = 45). Data was collected through a mixed-methods questionnaire and analyzed using Analysis of Covariance (ANCOVA) and thematic analysis. The r
4,4_school_design_curriculum_machine,school; design; curriculum; machine; 12; course; ml; understanding; science; concepts,3,Digital equity and computational thinking privilege: The case of first-year engineering and computing students' attitudes towards artificial intelligence,Article,2025.0,"Digital equity and computational thinking privilege: The case of first-year engineering and computing students' attitudes towards artificial intelligence. Attitudes can constitute barriers to engineering, computing, and artificial intelligence (AI) enculturation, contributing to and resulting from digital inequity. Building upon research on computational thinking privilege, we explored first-year students' (a) perceived future impact of AI on their career prospects and (b) backgrounds (e.g., gender, underrepresented minority (URM) status, and First-Generation status) associated with their attitudes toward AI, computational thinking, and course performance. Computational thinking was measured using our newly validated Engineering Computational Thinking Diagnostic (ECTD), while course performance was assessed based on final grades in an introductory computing course at a Southwestern institution—the first coding experience for many students. For the fall 2021 participant cohort of 163 fi"
4,4_school_design_curriculum_machine,school; design; curriculum; machine; 12; course; ml; understanding; science; concepts,18,Competencies for teaching with and about artificial intelligence in the natural sciences — DiKoLAN AI,Article,2025.0,"Competencies for teaching with and about artificial intelligence in the natural sciences — DiKoLAN AI. The rapid advancement and widespread adoption of digital technologies have transformed the education sector. Among these developments, the emergence of generative artificial intelligence (AI) tools such as ChatGPT has had a considerable impact on teaching and learning practices. While the integration of AI into educational settings is becoming increasingly common, subject-specific analyses, especially in STEM education, are still lacking. This paper examines the specific challenges and potential of AI in the context of STEM education. It does so by exploring how AI has transformed scientific disciplines and how these changes impact teaching and learning. It highlights the necessity for educators to acquire specific competencies to effectively incorporate AI into their instructional practices. Building on existing frameworks such as DigCompEdu and the subject-specific DiKoLAN, the pape"
4,4_school_design_curriculum_machine,school; design; curriculum; machine; 12; course; ml; understanding; science; concepts,21,How AI feedback supports lesson planning in vocational teacher education: a longitudinal intervention study using an analytical AI platform,Article,2025.0,"How AI feedback supports lesson planning in vocational teacher education: a longitudinal intervention study using an analytical AI platform. This study explores the use of analytical artificial intelligence (AI) to enhance lesson planning in teacher education, particularly in vocational business education. Providing detailed, individualized feedback for lesson planning is challenging for university instructors. An analytical AI platform that offers expert-level feedback on lesson plans could be a suitable supplement to traditional feedback as it balances out critical aspects of generative AI systems. In a longitudinal study with 103 participants, an experimental group received AI feedback on the lesson plans they developed throughout a semester, while a control group received human feedback. Results indicate that AI feedback can match or surpass human feedback in some dimensions, improving planning aspects like certain content-related sustainability aspects, action orientation, related"
4,4_school_design_curriculum_machine,school; design; curriculum; machine; 12; course; ml; understanding; science; concepts,92,Study of an effective machine learning-integrated science curriculum for high school youth in an informal learning setting,Article,2025.0,"Study of an effective machine learning-integrated science curriculum for high school youth in an informal learning setting. Purpose: This study evaluates the effectiveness of a machine learning (ML) integrated science curriculum implemented within the Science Research Mentorship Program (SRMP) for high school youth at the American Museum of Natural History (AMNH) over 2 years. The 4-week curriculum focused on ML knowledge gain, skill development, and self-efficacy, particularly for under-represented youth in STEM. Background: ML is increasingly prevalent in STEM fields, making early exposure to ML methods and artificial intelligence (AI) literacy crucial for youth pursuing STEM careers. However, STEM fields, particularly those focused on AI research and development, suffer from a lack of diversity. Learning experiences that support the participation of under-represented groups in STEM and ML are essential to addressing this gap. Results: Participant learning was assessed through pre- a"
4,4_school_design_curriculum_machine,school; design; curriculum; machine; 12; course; ml; understanding; science; concepts,95,Development and effectiveness verification of AI education data sets based on constructivist learning principles for enhancing AI literacy,Article,2025.0,"Development and effectiveness verification of AI education data sets based on constructivist learning principles for enhancing AI literacy. This study confirmed the importance of AI education for fostering students’ AI literacy and derived the necessity of constructivist-oriented datasets that provide contextual relevance to students’ lives and real-world problem-solving experiences. By reconstructing the machine learning dataset development cycle through prior research, we developed datasets following each procedural step, then evaluated and refined them through expert panel interviews focusing on dataset quality metrics and characteristics of authentic activities. The datasets were deployed through educational programming platforms commonly used in AI education and designed for sustainable maintenance. To verify effectiveness, we analyzed usage metrics of the developed datasets and conducted comparative analysis of their impact on AI literacy through educational implementations. The "
4,4_school_design_curriculum_machine,school; design; curriculum; machine; 12; course; ml; understanding; science; concepts,126,The Data Case Study - A Teaching and Learning Method for Computer Science Education in Schools,Conference paper,2025.0,"The Data Case Study - A Teaching and Learning Method for Computer Science Education in Schools. With artificial intelligence (AI) topics entering computer science school curricula, there is a growing need for instructional approaches that support the teaching of data-related concepts and practices. In academic AI and data science programs, an established teaching and learning method is the data case study. However, despite its widespread adoption, reports on its didactic development in school settings are lacking. This article presents findings from a research project that theoretically and empirically identified the challenges of implementing the data case study in schools. Based on these findings, the method was further developed for secondary education. The result is a specification of the data case study as an action-oriented, learner-centered approach aligned with the goals of AI education in schools and designed to promote data-based judgment and problem-solving skills."
4,4_school_design_curriculum_machine,school; design; curriculum; machine; 12; course; ml; understanding; science; concepts,127,Exploring Ghanaian Computing Teachers' AI Pedagogical Content Knowledge (PCK) in Junior High Schools,Conference paper,2025.0,"Exploring Ghanaian Computing Teachers' AI Pedagogical Content Knowledge (PCK) in Junior High Schools. Artificial intelligence (AI)-based technologies are increasingly permeating critical sectors in society. The public release of large language models has increased interest in the potential of AI and its implications for education. Given the perceived importance of AI literacy, some countries, including Ghana, are now introducing AI into the school curriculum. However, a critical question arises: do teachers possess the necessary subject matter knowledge and pedagogical strategies to effectively teach about AI in schools? This paper describes a qualitative study that involved ten computing teachers in junior high schools (ages 12-16) in Ghana, where AI has been part of the curriculum since 2021. The study explores emerging components of teachers' AI pedagogical content knowledge (PCK) in schools using a two-dimensional PCK model for computer science in K-12 educational settings. Our fin"
4,4_school_design_curriculum_machine,school; design; curriculum; machine; 12; course; ml; understanding; science; concepts,194,Teaching AI with games: the impact of generative AI drawing on computational thinking skills,Article,2025.0,"Teaching AI with games: the impact of generative AI drawing on computational thinking skills. While computational thinking (CT) is crucial for modern education, integrating artificial intelligence (AI) into learning poses challenges due to its complexity. Generative AI Drawing (GAID) offers an intuitive method for teaching AI concepts, but barriers such as restrictive access for younger students and limited instructional frameworks hinder its potential. This study proposes combining GAID with game-based learning (GBL) to create an engaging, hands-on approach for teaching CT and AI literacy. A GBL environment was developed where students designed and refined robot-control board game cards. This study involved a total of 56 sixth-grade students from two elementary schools in northern Taiwan. One group, consisting of 28 students using GAID and block-based coding to foster AI literacy, was assigned as the experimental group. The other group, consisting of 28 students who did not employ GAI"
4,4_school_design_curriculum_machine,school; design; curriculum; machine; 12; course; ml; understanding; science; concepts,215,"Pedagogical Approaches in Project- Based Learning, Inquiry- Driven Methods, Computational Thinking, and Design Thinking for AI Education",Book chapter,2025.0,"Pedagogical Approaches in Project- Based Learning, Inquiry- Driven Methods, Computational Thinking, and Design Thinking for AI Education. Effective teaching methods are crucial to provide students the information and abilities needed for this quickly developing sector as artificial intelligence (AI) becomes a crucial component of many industries. The integration of educational techniques like inquiry- driven methods, computational thinking, design thinking, and projectbased learning (PBL) in AI education is examined in this study. These methods create a dynamic, experiential learning environment that prioritizes creativity, critical thinking, and problem- solving-skills essential to comprehending and developing AI. By encouraging students to focus on real- world issues, project- based learning gives them the chance to apply AI concepts in real- world situations. Students can investigate AI topics through guided inquiries and research thanks to inquiry- driven methodologies, which foste"
4,4_school_design_curriculum_machine,school; design; curriculum; machine; 12; course; ml; understanding; science; concepts,216,Integrating AI Across Curricula: Adapting AI Concepts for Various Subjects and Grade Levels,Book chapter,2025.0,"Integrating AI Across Curricula: Adapting AI Concepts for Various Subjects and Grade Levels. This chapter studies the integration of artificial intelligence (AI) in various educational curricula, highlighting the importance of adapting AI concepts to different subjects and grades. It demonstrates the potential for AI to improve individual learning, promote critical thinking, and provide students with problem- solving experiences in the real world. Through research into successful case studies, this paper demonstrates topics such as science, mathematics, humanities, and arts and how AI can be seamlessly included in its role in professional and technical training. There are also challenges, such as access to AI resources, teacher training, and digital gaps. This chapter contains recommendations for educators, curriculum developers, and political decision- makers. We will wisely integrate AI into the curriculum to ensure students develop technical skills and ethical awareness. The researc"
5,5_chatgpt_writing_language_critical,chatgpt; writing; language; critical; tools; academic; generative; genai; llms; prompt,4,Assessing students’ DRIVE: A framework to evaluate learning through interactions with generative AI,Article,2025.0,"Assessing students’ DRIVE: A framework to evaluate learning through interactions with generative AI. As generative AI (GenAI) transforms how students learn and work, higher education must rethink its assessment strategies. This paper introduces a conceptual framework, DRIVE, and a taxonomy to help educators evaluate student learning based on their interactions with GenAI chatbots. Although existing research maps student-GenAI interactions to writing outcomes, practice-oriented tools for assessing evidence of domain-specific learning beyond general AI literacy skills or general writing skills remain underexplored. We propose that GenAI interactions can serve as a valid indicator of learning by revealing how students steer the interaction (Directive Reasoning Interaction) and articulate acquired knowledge into the dialogue with AI (Visible Expertise). We conducted a multi-methods analysis of GenAI interaction annotations ( n = 1450) from graded essays ( n = 70) in STEM writing-intensive "
5,5_chatgpt_writing_language_critical,chatgpt; writing; language; critical; tools; academic; generative; genai; llms; prompt,6,Enhancing writing skills through AI-powered tools: perceived benefits and challenges among Vietnamese EFL students,Article,2025.0,"Enhancing writing skills through AI-powered tools: perceived benefits and challenges among Vietnamese EFL students. Owing to the availability of the internet and the spread of AI in Vietnam, using AI tools as assistants is popular among students these days, particularly in learning English as a foreign language. This study investigates students’ perceptions of the benefits and challenges of using AI-powered tools in enhancing their writing skills in EFL classes at a university in Vietnam. Using a mixed-methods approach, the data for this study were collected from English-majored students at a university in Vietnam through a questionnaire (N = 314) and semi-structured interviews (N = 20). Quantitative data were analyzed using SPSS, while qualitative data were thematically analyzed to provide more profound insights. Findings indicate that students frequently use tools such as ChatGPT, QuillBot, and Claude for complex academic writing tasks, including essays, literature reviews, internshi"
5,5_chatgpt_writing_language_critical,chatgpt; writing; language; critical; tools; academic; generative; genai; llms; prompt,13,"Writing with AI, thinking with Toulmin: metacognitive gaps and the rhetorical limits of argumentation",Article,2025.0,"Writing with AI, thinking with Toulmin: metacognitive gaps and the rhetorical limits of argumentation. Argumentative writing is widely recognized as a cornerstone of academic literacy, yet it remains underdeveloped among many undergraduates, particularly in contexts where dialogic reasoning and reflective strategies are not systematically taught. This exploratory mixed-methods study examined three interrelated dimensions of writing in Indonesian EFL settings: argumentative quality analyzed through Toulmin's model, metacognitive competence measured by the Metacognitive Awareness Inventory (MAI), and AI literacy assessed with a purpose-designed questionnaire. Data were collected from 30 final-year students across two teacher-education universities. Among Toulmin's elements, Rebuttal scored lowest (M = 1.87, SD = 0.43), indicating a persistent weakness in counterargumentation. Metacognitive awareness showed relative strength in monitoring and evaluation but continuing weaknesses in planni"
5,5_chatgpt_writing_language_critical,chatgpt; writing; language; critical; tools; academic; generative; genai; llms; prompt,33,University staff and student perspectives on competent and ethical use of AI: uncovering similarities and divergences,Article,2025.0,"University staff and student perspectives on competent and ethical use of AI: uncovering similarities and divergences. We investigated the similarities and differences in understanding among UK-based university staff and students regarding AI literacy, in terms of competent and ethical use of AI tools. This study builds on existing research revealing both wide use of AI tools in higher education, but also a lack of shared understanding among stakeholder groups on what constitutes competent and ethical use of AI. This study is one of the first to combine insights from staff and students, illustrating specific concerns over AI competence and ethical implications in granular detail. The results reveal a significant disparity in the use of AI tools between students and staff, particularly in the adoption of text-based or conversational GenAI tools (cGenAI). Students reported extensive use of cGenAI tools for a range of tasks, while staff engagement was generally limited to brainstorming id"
5,5_chatgpt_writing_language_critical,chatgpt; writing; language; critical; tools; academic; generative; genai; llms; prompt,43,Harnessing AI in academic writing: The complex interplay of AI literacy and self-directed learning among university L2 learners,Article,2025.0,"Harnessing AI in academic writing: The complex interplay of AI literacy and self-directed learning among university L2 learners. With the advancement of AI in the field of second/foreign (L2) language writing, AI literacy has garnered increasing attention. This study investigated how AI literacy influences self-directed learning (SDL) in the context of academic English writing among Chinese university students and how they perceived AI literacy, SDL, and their relationships. Questionnaire and interview data were collected and analyzed using structural equation modeling as well as open and axial coding. The quantitative results showed that the awareness of AI and ethical considerations positively predicted SDL, while the AI usage negatively predicted SDL, and evaluation had no significant relationship with SDL. The qualitative findings revealed that students found AI tools beneficial for completing academic writing tasks such as summarization and translation, emphasizing time efficiency"
5,5_chatgpt_writing_language_critical,chatgpt; writing; language; critical; tools; academic; generative; genai; llms; prompt,67,From classroom to Boardroom: Ethical and cognitive challenges of ChatGPT use among DBA students in business problem-solving,Article,2025.0,"From classroom to Boardroom: Ethical and cognitive challenges of ChatGPT use among DBA students in business problem-solving. Artificial intelligence (AI) tools such as ChatGPT have rapidly penetrated the higher education landscape and changed how people learn and make decisions, including executive doctorate programs such as the Doctorate in Business Administration (DBA). The research investigates DBA students' trust, reliance, and ethical issues while utilizing ChatGPT in solving business problems. While these AI-generated business solutions provide efficiency and access, they also implicate crucial issues around bias, misinformation, over-reliance and ethical reasoning. Using qualitative single case study, exploratory research design, 40 in-depth semi-structured interviews were conducted with DBA students from college of business at university of Sharjah in UAE from different batches using convenience sampling to analyze perceptions on ChatGPT's reliability, the extent of DBAs' relia"
5,5_chatgpt_writing_language_critical,chatgpt; writing; language; critical; tools; academic; generative; genai; llms; prompt,74,Exploring barriers to AI course assistant adoption: a mixed-methods study on student non-utilization,Article,2025.0,"Exploring barriers to AI course assistant adoption: a mixed-methods study on student non-utilization. The integration of artificial intelligence (AI) in education has demonstrated significant potential in enhancing learning experiences, yet many students choose to not engage with AI tools available within their courses. This mixed-methods exploratory study investigates the barriers to the adoption of Spark, the AI course assistant implemented at Los Angeles Pacific University (LAPU). Analyzing 602 student survey responses collected through End-of-Course (EOC) evaluations, this study investigates the reasons behind this non-utilization, utilizing combined sentiment analysis with thematic analysis. The findings reveal that perceived necessity, lack of familiarity, and minimal awareness of Spark are primary factors contributing to non-use, alongside external issues such as time constraints and preference for traditional study methods. Notably, the absence of negative sentiment suggests th"
5,5_chatgpt_writing_language_critical,chatgpt; writing; language; critical; tools; academic; generative; genai; llms; prompt,98,"University teachers’ perceptions, experiences and implications for using ChatGPT in ESL; Percepções, experiências e implicações de professores universitários para o uso do ChatGPT em ESL",Article,2025.0,"University teachers’ perceptions, experiences and implications for using ChatGPT in ESL; Percepções, experiências e implicações de professores universitários para o uso do ChatGPT em ESL. Artificial Intelligence (AI) has become an inseparable part of higher education, affecting the various educational environments. Teachers play a vital role in adopting new educational tools, including AI technology. However, the use of AI, ChatGPT in particular, in language learning remains under-investigated. This study aims to explore English as a Second Language (ESL) teachers’ perceptions of using ChatGPT, their hands-on experiences and implications for future research. We used a mixed research design to collect quantitative and qualitative data based on a five-point Likert scale. Key findings indicate that nearly sixty percent of ESL teachers were satisfied with ChatGPT’s assistance, and half thought it positively influenced their performance as ESL teachers. ChatGPT was easy to use for two-third"
5,5_chatgpt_writing_language_critical,chatgpt; writing; language; critical; tools; academic; generative; genai; llms; prompt,103,"Negotiating understanding, control, and authorship: L2 learners’ experiences with AI-assisted paraphrasing in academic writing",Article,2025.0,"Negotiating understanding, control, and authorship: L2 learners’ experiences with AI-assisted paraphrasing in academic writing. In higher education, while AI tools are increasingly used to support language learning, there is limited understanding of how students utilize these tools for paraphrasing, an essential aspect of academic writing. This study investigates how L2 learners interact with AI tools while completing academic paraphrasing tasks. Twelve English-as-a-foreign-language (EFL) students from a Chinese university were purposefully selected and interviewed. The data were analyzed qualitatively to identify emerging codes, categories, and themes. The findings revealed varying degrees of AI use, ranging from simple reliance on AI for translation or synonym substitution to more strategic and critical engagement. Some participants relied on AI for basic tasks due to limited English proficiency, while others demonstrated authorial agency by refining AI outputs, providing prompts for"
5,5_chatgpt_writing_language_critical,chatgpt; writing; language; critical; tools; academic; generative; genai; llms; prompt,109,"ChatGPT in Nursing: Applications, Advantages, and Challenges in Education, Research, and Clinical Practice",Review,2025.0,"ChatGPT in Nursing: Applications, Advantages, and Challenges in Education, Research, and Clinical Practice. The incorporation of AI-supported language models into the healthcare sector holds significant potential to revolutionize nursing education, research, and clinical practice. Within this framework, ChatGPT has emerged as a valuable tool for personalizing educational materials, enhancing academic productivity, expediting clinical decision-making processes, and optimizing research efficiency. In the realm of nursing education, ChatGPT offers numerous advantages, including the preparation of course content, facilitation of student assessments, and the development of simulation-based learning environments. Furthermore, it enhances pedagogical effectiveness through its ability to engage with students in real time and provide tailored learning experiences. In research processes, it supports researchers in tasks such as literature review, data analysis, and preparation of ethical documen"
6,6_human_decision_systems_ethical,human; decision; systems; ethical; public; making; decision making; trust; digital; users,71,The impact of artificial intelligence on accounting practices: an academic perspective,Article,2025.0,"The impact of artificial intelligence on accounting practices: an academic perspective. Artificial intelligence (AI) is transforming accounting through automating processes, enhancing operational efficiency, and increased accuracy in financial reporting, fraud prevention, and regulatory compliance execution. This paper explores the opportunities and challenges of AI adoption landscape in Saudi-Arabian accounting practices, aligned with the technology-driven objectives of Vision-2030. Using structured surveys and composite-based structural equation modeling (SEM) with the ADANCO approach, the research evaluates accounting academics’ knowledge, attitudes, and practices (KAP) regarding-AI. The study shows AI’s potential to streamline operations, perform knowledge-intensive tasks, and combat fraudulent activities. Implementation success depends on directed education programs and robust regulations and ethical assessment to handle risks such as algorithmic biases, workforce displacement and"
6,6_human_decision_systems_ethical,human; decision; systems; ethical; public; making; decision making; trust; digital; users,110,"Shaping the fairness journey: The roles of AI literacy, explanation, and interpersonal interaction in AI interviews",Article,2025.0,"Shaping the fairness journey: The roles of AI literacy, explanation, and interpersonal interaction in AI interviews. Grounded in organizational justice theory, this two-study investigation provides a comprehensive examination of fairness perceptions across the entire AI interviews process. Through a three-stage experimental design (Study 1, N = 113; Study 2, N = 206), we explored how design and outcome factors influence procedural and distributive justice. We manipulated the AI's explanation (With vs. Without) and level of interpersonal interaction (High vs. low) during the interview process, and the interview result (Pass vs. Fail) and decision agent (100% AI vs. 50% AI + 50% Human) in the post-decision stage. Results indicate that while candidate AI literacy, human-in-the-loop decision-making, and positive outcomes consistently improved fairness perceptions, the effects of system design were more complex. Design features intended to enhance the user experience, such as high AI intera"
6,6_human_decision_systems_ethical,human; decision; systems; ethical; public; making; decision making; trust; digital; users,114,"Mapping public perception of artificial intelligence: Expectations, risk–benefit tradeoffs, and value as determinants for societal acceptance",Article,2025.0,"Mapping public perception of artificial intelligence: Expectations, risk–benefit tradeoffs, and value as determinants for societal acceptance. Public opinion on artificial intelligence (AI) plays a pivotal role in shaping trust and AI alignment, ethical adoption, and the development equitable policy frameworks. This study investigates expectations, risk–benefit tradeoffs, and value assessments as determinants of societal acceptance of AI. Using a nationally representative sample (N = 1100) from Germany, we examined mental models of AI and potential biases. Participants evaluated 71 AI-related scenarios across domains such as autonomous driving, medical care, art, politics, warfare, and societal divides, assessing their expected likelihood, perceived risks, benefits, and overall value. We present ranked evaluations alongside visual mappings illustrating the risk–benefit tradeoffs. Our findings suggest that while many scenarios were considered likely, they were often associated with high"
6,6_human_decision_systems_ethical,human; decision; systems; ethical; public; making; decision making; trust; digital; users,117,"Exploring the influence of privacy concerns, AI literacy, and perceived health stigma on AI chatbot use in healthcare: An uncertainty reduction approach",Article,2025.0,"Exploring the influence of privacy concerns, AI literacy, and perceived health stigma on AI chatbot use in healthcare: An uncertainty reduction approach. Objective: Guided by Uncertainty Reduction Theory, this study aims to explore the influence of AI privacy concerns, AI literacy, and perceived health stigma on the preference for AI chatbots in Chinese healthcare contexts. Method: We analyzed survey data from 1487 participants, employing frequency analyses to generate descriptive statistics and regression modeling to examine the relationships among key variables. Results: The findings indicate that AI chatbots are most highly valued for their roles in health information dissemination and lifestyle guidance. Privacy concerns negatively affect perceptions of AI as a substitute for doctors, particularly regarding sensitive health issues. However, AI literacy mitigates these concerns across all functional domains. Additionally, perceived health stigma enhances the acceptance of AI chatbot"
6,6_human_decision_systems_ethical,human; decision; systems; ethical; public; making; decision making; trust; digital; users,129,Identifying Algorithmic Decision Subjects' Needs for Meaningful Contestability,Article,2025.0,"Identifying Algorithmic Decision Subjects' Needs for Meaningful Contestability. Contestability has been proposed as a key element in designing algorithmic decision-making processes that safeguard decision subjects' rights to dignity and autonomy. However, little is known about how contestability can be operationalized based on decision subjects' needs and preferences. We address this research gap by identifying decision subjects' information and procedural needs for enacting meaningful contestability. To this end, we chose an illegal holiday rental detection scenario as our case; a high-risk decision-making process in the public sector. We conducted 21 semi-structured interviews with citizens with experience renting their homes out and different levels of AI literacy. We found that decision subjects request interventions that facilitate (1) cooperation in sense-making, (2) support in contestation acts, and (3) appropriate responsibility attribution. Our results highlight the cooperativ"
6,6_human_decision_systems_ethical,human; decision; systems; ethical; public; making; decision making; trust; digital; users,134,Do we trust ourselves? Is the human the weak link?,Article,2025.0,"Do we trust ourselves? Is the human the weak link?. Generative artificial intelligence tools are becoming ubiquitous in applications across personal, professional and educational contexts. Similar to the rise of social media technologies, this means they are becoming an embedded part of people's lives, and individuals are using these tools for a variety of benign purposes. This article examines how existing information literacy understandings will not work for artificial intelligence literacy, and provides an example of artificial intelligence searching, demonstrating its shortcomings. Present approaches may fall short of the answer required to navigate these new information tools, and this begs the question of what comes next. The current scope of information literacy and technology necessitates a multidisciplinary approach to solving the question of ‘what to do with artificial intelligence’ and arguably most impactfully requires one to acknowledge that what has worked may no longer s"
6,6_human_decision_systems_ethical,human; decision; systems; ethical; public; making; decision making; trust; digital; users,136,"Human–AI communication in initial encounters: How AI agency affects trust, liking, and chat quality evaluation",Article,2025.0,"Human–AI communication in initial encounters: How AI agency affects trust, liking, and chat quality evaluation. Artificial intelligence (AI) agency plays an important role in shaping humans’ perceptions and evaluations of AI. This study seeks to conceptually differentiate AI agency from human agency and examine how AI’s agency manifested on source and language dimensions may be associated with humans’ perceptions of AI. A 2 (AI’s source autonomy: autonomous vs human-assisted) _ 2 (AI’s language subjectivity: subjective vs objective) _ 2 (topics: traveling vs reading) factorial design was adopted (N_=_376). The results showed autonomous AI was rated as more trustworthy, and AI using subjective language was rated as more trustworthy and likable. Autonomous AI using subjective language was rated as the most trustworthy, likable, and of the best quality. Participants’ AI literacy moderated the interaction effect of source autonomy and language subjectivity on human trust and chat quality e"
